"Fecha","ID_Tienda","Tipo_Tienda","Ventas_Totales_Tienda","Inflacion_IPC","Tasa_Desempleo","Diagnostico_Desempleo","Diagnostico_Inflacion"
"2012-09-07",5,B,350648.91,223.0298805,5.603,Estabilidad Laboral,Inflación Alta
"2012-09-14",5,B,299800.67,223.1734167,5.603,Estabilidad Laboral,Inflación Alta
"2012-09-21",5,B,307306.76,223.3737593,5.603,Estabilidad Laboral,Inflación Alta
"2012-09-28",5,B,310141.68,223.5741019,5.603,Estabilidad Laboral,Inflación Alta
"2012-10-05",5,B,343048.29,223.7744444,5.422,Estabilidad Laboral,Inflación Alta
"2012-10-12",5,B,325345.41,223.974787,5.422,Estabilidad Laboral,Inflación Alta
"2012-10-19",5,B,313358.15,224.0192873,5.422,Estabilidad Laboral,Inflación Alta
"2012-10-26",5,B,319550.77,224.0378139,5.422,Estabilidad Laboral,Inflación Alta
"2010-02-05",6,A,1652635.1,212.6223518,7.259,Estrés Moderado,Inflación Alta
"2010-02-12",6,A,1606283.8599999999,212.7700425,7.259,Estrés Moderado,Inflación Alta
"2010-02-19",6,A,1567138.07,212.8161546,7.259,Estrés Moderado,Inflación Alta
"2010-02-26",6,A,1432953.21,212.845337,7.259,Estrés Moderado,Inflación Alta
"2010-03-05",6,A,1601348.82,212.8745193,7.259,Estrés Moderado,Inflación Alta
"2010-03-12",6,A,1558621.36,212.9037017,7.259,Estrés Moderado,Inflación Alta
"2010-03-19",6,A,1693058.91,212.7351935,7.259,Estrés Moderado,Inflación Alta
"2010-03-26",6,A,1472033.3800000001,212.533737,7.259,Estrés Moderado,Inflación Alta
"2010-04-02",6,A,1770333.9,212.3322805,7.092,Estrés Moderado,Inflación Alta
"2010-04-09",6,A,1667181.82,212.1308239,7.092,Estrés Moderado,Inflación Alta
"2010-04-16",6,A,1519846.36,211.9942765,7.092,Estrés Moderado,Inflación Alta
"2010-04-23",6,A,1540435.99,211.9442745,7.092,Estrés Moderado,Inflación Alta
"2010-04-30",6,A,1498080.16,211.8942725,7.092,Estrés Moderado,Inflación Alta
"2010-05-07",6,A,1619920.04,211.8442706,7.092,Estrés Moderado,Inflación Alta
"2010-05-14",6,A,1524059.4,211.8421769,7.092,Estrés Moderado,Inflación Alta
"2010-05-21",6,A,1531938.44,212.1275324,7.092,Estrés Moderado,Inflación Alta
"2010-05-28",6,A,1644470.66,212.412888,7.092,Estrés Moderado,Inflación Alta
"2010-06-04",6,A,1857380.09,212.6982436,7.092,Estrés Moderado,Inflación Alta
"2010-06-11",6,A,1685652.35,212.9835992,7.092,Estrés Moderado,Inflación Alta
"2010-06-18",6,A,1677248.24,212.9813843,7.092,Estrés Moderado,Inflación Alta
"2010-06-25",6,A,1640681.88,212.8641412,7.092,Estrés Moderado,Inflación Alta
"2010-07-02",6,A,1759777.25,212.746898,6.973,Estrés Moderado,Inflación Alta
"2010-07-09",6,A,1690317.99,212.6296549,6.973,Estrés Moderado,Inflación Alta
"2010-07-16",6,A,1560120.8,212.6212163,6.973,Estrés Moderado,Inflación Alta
"2010-07-23",6,A,1585240.92,212.7578505,6.973,Estrés Moderado,Inflación Alta
"2010-07-30",6,A,1532308.78,212.8944846,6.973,Estrés Moderado,Inflación Alta
"2010-08-06",6,A,1633241.59,213.0311188,6.973,Estrés Moderado,Inflación Alta
"2010-08-13",6,A,1547654.98,213.1677529,6.973,Estrés Moderado,Inflación Alta
"2010-08-20",6,A,1539930.5,213.1291427,6.973,Estrés Moderado,Inflación Alta
"2010-08-27",6,A,1450766.1199999999,213.0905324,6.973,Estrés Moderado,Inflación Alta
"2010-09-03",6,A,1510925.32,213.0519222,6.973,Estrés Moderado,Inflación Alta
"2010-09-10",6,A,1424225.44,213.013312,6.973,Estrés Moderado,Inflación Alta
"2010-09-17",6,A,1308537.75,213.0398643,6.973,Estrés Moderado,Inflación Alta
"2010-09-24",6,A,1275591.84,213.1152886,6.973,Estrés Moderado,Inflación Alta
"2010-10-01",6,A,1328468.89,213.1907129,7.007,Estrés Moderado,Inflación Alta
"2010-10-08",6,A,1360317.9,213.2661373,7.007,Estrés Moderado,Inflación Alta
"2010-10-15",6,A,1344580.92,213.3337977,7.007,Estrés Moderado,Inflación Alta
"2010-10-22",6,A,1332716.53,213.3820486,7.007,Estrés Moderado,Inflación Alta
"2010-10-29",6,A,1385323.7,213.4302994,7.007,Estrés Moderado,Inflación Alta
"2010-11-05",6,A,1505442.15,213.4785503,7.007,Estrés Moderado,Inflación Alta
"2010-11-12",6,A,1495536.46,213.5268011,7.007,Estrés Moderado,Inflación Alta
"2010-11-19",6,A,1518841.45,213.4107412,7.007,Estrés Moderado,Inflación Alta
"2010-11-26",6,A,2267452.4,213.2672961,7.007,Estrés Moderado,Inflación Alta
"2010-12-03",6,A,1677067.24,213.123851,7.007,Estrés Moderado,Inflación Alta
"2010-12-10",6,A,1834737.58,212.9804059,7.007,Estrés Moderado,Inflación Alta
"2010-12-17",6,A,2090268.95,212.918049,7.007,Estrés Moderado,Inflación Alta
"2010-12-24",6,A,2727575.18,212.9165082,7.007,Estrés Moderado,Inflación Alta
"2010-12-31",6,A,1464050.02,212.9149674,7.007,Estrés Moderado,Inflación Alta
"2011-01-07",6,A,1350441.68,212.9134266,6.858,Estrés Moderado,Inflación Alta
"2011-01-14",6,A,1306194.55,212.9655882,6.858,Estrés Moderado,Inflación Alta
"2011-01-21",6,A,1261253.18,213.3399647,6.858,Estrés Moderado,Inflación Alta
"2011-01-28",6,A,1287034.7,213.7143412,6.858,Estrés Moderado,Inflación Alta
"2011-02-04",6,A,1514999.17,214.0887176,6.858,Estrés Moderado,Inflación Alta
"2011-02-11",6,A,1486920.17,214.4630941,6.858,Estrés Moderado,Inflación Alta
"2011-02-18",6,A,1572117.54,214.7775231,6.858,Estrés Moderado,Inflación Alta
"2011-02-25",6,A,1422600.43,215.0679731,6.858,Estrés Moderado,Inflación Alta
"2011-03-04",6,A,1502617.99,215.3584231,6.858,Estrés Moderado,Inflación Alta
"2011-03-11",6,A,1494497.39,215.6488731,6.858,Estrés Moderado,Inflación Alta
"2011-03-18",6,A,1685375.47,215.9035078,6.858,Estrés Moderado,Inflación Alta
"2011-03-25",6,A,1438465.81,216.1438163,6.858,Estrés Moderado,Inflación Alta
"2011-04-01",6,A,1459276.77,216.3841249,6.855,Estrés Moderado,Inflación Alta
"2011-04-08",6,A,1534594.0,216.6244334,6.855,Estrés Moderado,Inflación Alta
"2011-04-15",6,A,1448797.02,216.8446627,6.855,Estrés Moderado,Inflación Alta
"2011-04-22",6,A,1639358.93,217.0146941,6.855,Estrés Moderado,Inflación Alta
"2011-04-29",6,A,1479249.9,217.1847255,6.855,Estrés Moderado,Inflación Alta
"2011-05-06",6,A,1504651.57,217.3547569,6.855,Estrés Moderado,Inflación Alta
"2011-05-13",6,A,1453185.65,217.5247882,6.855,Estrés Moderado,Inflación Alta
"2011-05-20",6,A,1382783.83,217.2896095,6.855,Estrés Moderado,Inflación Alta
"2011-05-27",6,A,1523979.11,217.0544307,6.855,Estrés Moderado,Inflación Alta
"2011-06-03",6,A,1705506.29,216.819252,6.855,Estrés Moderado,Inflación Alta
"2011-06-10",6,A,1598643.65,216.5840732,6.855,Estrés Moderado,Inflación Alta
"2011-06-17",6,A,1622150.33,216.5371616,6.855,Estrés Moderado,Inflación Alta
"2011-06-24",6,A,1543365.9000000001,216.6314502,6.855,Estrés Moderado,Inflación Alta
"2011-07-01",6,A,1694551.15,216.7257388,6.925,Estrés Moderado,Inflación Alta
"2011-07-08",6,A,1709373.62,216.8200275,6.925,Estrés Moderado,Inflación Alta
"2011-07-15",6,A,1526801.24,216.9044732,6.925,Estrés Moderado,Inflación Alta
"2011-07-22",6,A,1526506.08,216.964312,6.925,Estrés Moderado,Inflación Alta
"2011-07-29",6,A,1483991.05,217.0241507,6.925,Estrés Moderado,Inflación Alta
"2011-08-05",6,A,1601584.57,217.0839894,6.925,Estrés Moderado,Inflación Alta
"2011-08-12",6,A,1484995.38,217.1438281,6.925,Estrés Moderado,Inflación Alta
"2011-08-19",6,A,1493544.04,217.2069662,6.925,Estrés Moderado,Inflación Alta
"2011-08-26",6,A,1420405.41,217.2706543,6.925,Estrés Moderado,Inflación Alta
"2011-09-02",6,A,1481618.74,217.3343423,6.925,Estrés Moderado,Inflación Alta
"2011-09-09",6,A,1483574.38,217.3980304,6.925,Estrés Moderado,Inflación Alta
"2011-09-16",6,A,1351407.79,217.5797506,6.925,Estrés Moderado,Inflación Alta
"2011-09-23",6,A,1336044.75,217.9188471,6.925,Estrés Moderado,Inflación Alta
"2011-09-30",6,A,1307551.92,218.2579435,6.925,Estrés Moderado,Inflación Alta
"2011-10-07",6,A,1481739.2,218.59704,6.551,Estrés Moderado,Inflación Alta
"2011-10-14",6,A,1386520.99,218.9109844,6.551,Estrés Moderado,Inflación Alta
"2011-10-21",6,A,1417922.37,219.0740167,6.551,Estrés Moderado,Inflación Alta
"2011-10-28",6,A,1419445.12,219.237049,6.551,Estrés Moderado,Inflación Alta
"2011-11-04",6,A,1523420.3800000001,219.4000812,6.551,Estrés Moderado,Inflación Alta
"2011-11-11",6,A,1536176.54,219.5631135,6.551,Estrés Moderado,Inflación Alta
"2011-11-18",6,A,1524390.07,219.7897137,6.551,Estrés Moderado,Inflación Alta
"2011-11-25",6,A,2249811.55,220.0417412,6.551,Estrés Moderado,Inflación Alta
"2011-12-02",6,A,1688531.34,220.2937686,6.551,Estrés Moderado,Inflación Alta
"2011-12-09",6,A,1903385.14,220.5457961,6.551,Estrés Moderado,Inflación Alta
"2011-12-16",6,A,2034695.56,220.7671856,6.551,Estrés Moderado,Inflación Alta
"2011-12-23",6,A,2644633.02,220.9477245,6.551,Estrés Moderado,Inflación Alta
"2011-12-30",6,A,1598080.52,221.1282634,6.551,Estrés Moderado,Inflación Alta
"2012-01-06",6,A,1395339.71,221.3088023,6.132,Estabilidad Laboral,Inflación Alta
"2012-01-13",6,A,1344243.17,221.4893412,6.132,Estabilidad Laboral,Inflación Alta
"2012-01-20",6,A,1326255.7,221.5831306,6.132,Estabilidad Laboral,Inflación Alta
"2012-01-27",6,A,1315610.66,221.6769199,6.132,Estabilidad Laboral,Inflación Alta
"2012-02-03",6,A,1496305.78,221.7707093,6.132,Estabilidad Laboral,Inflación Alta
"2012-02-10",6,A,1620603.92,221.8644987,6.132,Estabilidad Laboral,Inflación Alta
"2012-02-17",6,A,1632616.09,222.026359,6.132,Estabilidad Laboral,Inflación Alta
"2012-02-24",6,A,1465187.71,222.2392726,6.132,Estabilidad Laboral,Inflación Alta
"2012-03-02",6,A,1550385.65,222.4521862,6.132,Estabilidad Laboral,Inflación Alta
"2012-03-09",6,A,1569304.4,222.6650998,6.132,Estabilidad Laboral,Inflación Alta
"2012-03-16",6,A,1748010.29,222.8186603,6.132,Estabilidad Laboral,Inflación Alta
"2012-03-23",6,A,1495143.6199999999,222.8930835,6.132,Estabilidad Laboral,Inflación Alta
"2012-03-30",6,A,1508933.26,222.9675066,6.132,Estabilidad Laboral,Inflación Alta
"2012-04-06",6,A,1840131.19,223.0419298,5.964,Estabilidad Laboral,Inflación Alta
"2012-04-13",6,A,1616394.45,223.1163529,5.964,Estabilidad Laboral,Inflación Alta
"2012-04-20",6,A,1456073.24,223.17092,5.964,Estabilidad Laboral,Inflación Alta
"2012-04-27",6,A,1456221.1,223.2254871,5.964,Estabilidad Laboral,Inflación Alta
"2012-05-04",6,A,1543461.12,223.2800541,5.964,Estabilidad Laboral,Inflación Alta
"2012-05-11",6,A,1517075.67,223.3346212,5.964,Estabilidad Laboral,Inflación Alta
"2012-05-18",6,A,1513635.64,223.3511928,5.964,Estabilidad Laboral,Inflación Alta
"2012-05-25",6,A,1603793.42,223.3525662,5.964,Estabilidad Laboral,Inflación Alta
"2012-06-01",6,A,1681121.38,223.3539397,5.964,Estabilidad Laboral,Inflación Alta
"2012-06-08",6,A,1696619.52,223.3553131,5.964,Estabilidad Laboral,Inflación Alta
"2012-06-15",6,A,1642247.48,223.3680933,5.964,Estabilidad Laboral,Inflación Alta
"2012-06-22",6,A,1618272.25,223.4093906,5.964,Estabilidad Laboral,Inflación Alta
"2012-06-29",6,A,1648863.46,223.4506878,5.964,Estabilidad Laboral,Inflación Alta
"2012-07-06",6,A,1876359.3900000001,223.4919851,5.668,Estabilidad Laboral,Inflación Alta
"2012-07-13",6,A,1588142.26,223.5332824,5.668,Estabilidad Laboral,Inflación Alta
"2012-07-20",6,A,1574361.97,223.5424501,5.668,Estabilidad Laboral,Inflación Alta
"2012-07-27",6,A,1513229.16,223.5516178,5.668,Estabilidad Laboral,Inflación Alta
"2012-08-03",6,A,1627274.93,223.5607856,5.668,Estabilidad Laboral,Inflación Alta
"2012-08-10",6,A,1588380.73,223.5699533,5.668,Estabilidad Laboral,Inflación Alta
"2012-08-17",6,A,1543049.52,223.6510224,5.668,Estabilidad Laboral,Inflación Alta
"2012-08-24",6,A,1501095.49,223.7860175,5.668,Estabilidad Laboral,Inflación Alta
"2012-08-31",6,A,1577439.81,223.9210125,5.668,Estabilidad Laboral,Inflación Alta
"2012-09-07",6,A,1608077.01,224.0560076,5.668,Estabilidad Laboral,Inflación Alta
"2012-09-14",6,A,1375166.86,224.2004678,5.668,Estabilidad Laboral,Inflación Alta
"2012-09-21",6,A,1425603.65,224.4017192,5.668,Estabilidad Laboral,Inflación Alta
"2012-09-28",6,A,1369131.46,224.6029706,5.668,Estabilidad Laboral,Inflación Alta
"2012-10-05",6,A,1518177.71,224.804222,5.329,Estabilidad Laboral,Inflación Alta
"2012-10-12",6,A,1459396.84,225.0054733,5.329,Estabilidad Laboral,Inflación Alta
"2012-10-19",6,A,1436883.99,225.0501013,5.329,Estabilidad Laboral,Inflación Alta
"2012-10-26",6,A,1431426.34,225.0686254,5.329,Estabilidad Laboral,Inflación Alta
"2010-02-05",7,B,496725.44,189.3816974,9.014,Inestabilidad Laboral,Inflación Media
"2010-02-12",7,B,524104.92,189.4642725,9.014,Inestabilidad Laboral,Inflación Media
"2010-02-19",7,B,506760.54,189.5340998,9.014,Inestabilidad Laboral,Inflación Media
"2010-02-26",7,B,496083.24,189.6018023,9.014,Inestabilidad Laboral,Inflación Media
"2010-03-05",7,B,491419.55,189.6695049,9.014,Inestabilidad Laboral,Inflación Media
"2010-03-12",7,B,480452.1,189.7372075,9.014,Inestabilidad Laboral,Inflación Media
"2010-03-19",7,B,574450.23,189.734262,9.014,Inestabilidad Laboral,Inflación Media
"2010-03-26",7,B,514731.6,189.7195417,9.014,Inestabilidad Laboral,Inflación Media
"2010-04-02",7,B,561145.14,189.7048215,8.963,Inestabilidad Laboral,Inflación Media
"2010-04-09",7,B,484263.25,189.6901012,8.963,Inestabilidad Laboral,Inflación Media
"2010-04-16",7,B,406228.19,189.6628845,8.963,Inestabilidad Laboral,Inflación Media
"2010-04-23",7,B,404751.25,189.6190057,8.963,Inestabilidad Laboral,Inflación Media
"2010-04-30",7,B,373655.61,189.575127,8.963,Inestabilidad Laboral,Inflación Media
"2010-05-07",7,B,395453.83,189.5312483,8.963,Inestabilidad Laboral,Inflación Media
"2010-05-14",7,B,372673.61,189.4904116,8.963,Inestabilidad Laboral,Inflación Media
"2010-05-21",7,B,395195.65,189.467827,8.963,Inestabilidad Laboral,Inflación Media
"2010-05-28",7,B,442734.55,189.4452425,8.963,Inestabilidad Laboral,Inflación Media
"2010-06-04",7,B,509183.22000000003,189.422658,8.963,Inestabilidad Laboral,Inflación Media
"2010-06-11",7,B,498580.87,189.4000734,8.963,Inestabilidad Laboral,Inflación Media
"2010-06-18",7,B,481144.09,189.4185259,8.963,Inestabilidad Laboral,Inflación Media
"2010-06-25",7,B,553714.87,189.4533931,8.963,Inestabilidad Laboral,Inflación Media
"2010-07-02",7,B,575570.77,189.4882603,9.017,Inestabilidad Laboral,Inflación Media
"2010-07-09",7,B,593462.34,189.5231276,9.017,Inestabilidad Laboral,Inflación Media
"2010-07-16",7,B,557166.35,189.6125456,9.017,Inestabilidad Laboral,Inflación Media
"2010-07-23",7,B,570231.21,189.774698,9.017,Inestabilidad Laboral,Inflación Media
"2010-07-30",7,B,603547.16,189.9368504,9.017,Inestabilidad Laboral,Inflación Media
"2010-08-06",7,B,643854.17,190.0990028,9.017,Inestabilidad Laboral,Inflación Media
"2010-08-13",7,B,598185.4,190.2611552,9.017,Inestabilidad Laboral,Inflación Media
"2010-08-20",7,B,582353.17,190.2948237,9.017,Inestabilidad Laboral,Inflación Media
"2010-08-27",7,B,554309.24,190.3284922,9.017,Inestabilidad Laboral,Inflación Media
"2010-09-03",7,B,532765.05,190.3621607,9.017,Inestabilidad Laboral,Inflación Media
"2010-09-10",7,B,535769.32,190.3958293,9.017,Inestabilidad Laboral,Inflación Media
"2010-09-17",7,B,489408.53,190.4688287,9.017,Inestabilidad Laboral,Inflación Media
"2010-09-24",7,B,488008.83,190.5713264,9.017,Inestabilidad Laboral,Inflación Media
"2010-10-01",7,B,448998.73,190.6738241,9.137,Inestabilidad Laboral,Inflación Media
"2010-10-08",7,B,480239.88,190.7763218,9.137,Inestabilidad Laboral,Inflación Media
"2010-10-15",7,B,463370.48,190.8623087,9.137,Inestabilidad Laboral,Inflación Media
"2010-10-22",7,B,472450.81,190.9070184,9.137,Inestabilidad Laboral,Inflación Media
"2010-10-29",7,B,465493.15,190.951728,9.137,Inestabilidad Laboral,Inflación Media
"2010-11-05",7,B,480512.44,190.9964377,9.137,Inestabilidad Laboral,Inflación Media
"2010-11-12",7,B,507584.29,191.0411474,9.137,Inestabilidad Laboral,Inflación Media
"2010-11-19",7,B,482528.36,191.0312172,9.137,Inestabilidad Laboral,Inflación Media
"2010-11-26",7,B,835189.26,191.0121805,9.137,Inestabilidad Laboral,Inflación Media
"2010-12-03",7,B,552811.62,190.9931437,9.137,Inestabilidad Laboral,Inflación Media
"2010-12-10",7,B,599730.07,190.9741069,9.137,Inestabilidad Laboral,Inflación Media
"2010-12-17",7,B,716388.81,191.0303376,9.137,Inestabilidad Laboral,Inflación Media
"2010-12-24",7,B,1045124.88,191.1430189,9.137,Inestabilidad Laboral,Inflación Media
"2010-12-31",7,B,729572.08,191.2557002,9.137,Inestabilidad Laboral,Inflación Media
"2011-01-07",7,B,661163.9400000001,191.3683815,8.818,Inestabilidad Laboral,Inflación Media
"2011-01-14",7,B,547384.9,191.4784939,8.818,Inestabilidad Laboral,Inflación Media
"2011-01-21",7,B,521539.46,191.5731924,8.818,Inestabilidad Laboral,Inflación Media
"2011-01-28",7,B,513372.17,191.667891,8.818,Inestabilidad Laboral,Inflación Media
"2011-02-04",7,B,558027.77,191.7625895,8.818,Inestabilidad Laboral,Inflación Media
"2011-02-11",7,B,559903.13,191.8572881,8.818,Inestabilidad Laboral,Inflación Media
"2011-02-18",7,B,572387.47,191.9178331,8.818,Inestabilidad Laboral,Inflación Media
"2011-02-25",7,B,546690.84,191.9647167,8.818,Inestabilidad Laboral,Inflación Media
"2011-03-04",7,B,551378.39,192.0116004,8.818,Inestabilidad Laboral,Inflación Media
"2011-03-11",7,B,558963.83,192.058484,8.818,Inestabilidad Laboral,Inflación Media
"2011-03-18",7,B,635014.6900000001,192.1237981,8.818,Inestabilidad Laboral,Inflación Media
"2011-03-25",7,B,559061.58,192.1964844,8.818,Inestabilidad Laboral,Inflación Media
"2011-04-01",7,B,513409.67,192.2691707,8.595,Inestabilidad Laboral,Inflación Media
"2011-04-08",7,B,500552.16,192.3418571,8.595,Inestabilidad Laboral,Inflación Media
"2011-04-15",7,B,423380.14,192.4225954,8.595,Inestabilidad Laboral,Inflación Media
"2011-04-22",7,B,466594.89,192.5234638,8.595,Inestabilidad Laboral,Inflación Media
"2011-04-29",7,B,410429.73,192.6243322,8.595,Inestabilidad Laboral,Inflación Media
"2011-05-06",7,B,407012.47000000003,192.7252006,8.595,Inestabilidad Laboral,Inflación Media
"2011-05-13",7,B,414094.05,192.826069,8.595,Inestabilidad Laboral,Inflación Media
"2011-05-20",7,B,424670.98,192.831317,8.595,Inestabilidad Laboral,Inflación Media
"2011-05-27",7,B,457216.87,192.8365651,8.595,Inestabilidad Laboral,Inflación Media
"2011-06-03",7,B,542295.37,192.8418131,8.595,Inestabilidad Laboral,Inflación Media
"2011-06-10",7,B,621099.95,192.8470612,8.595,Inestabilidad Laboral,Inflación Media
"2011-06-17",7,B,610991.35,192.9034759,8.595,Inestabilidad Laboral,Inflación Media
"2011-06-24",7,B,640043.97,192.9982655,8.595,Inestabilidad Laboral,Inflación Media
"2011-07-01",7,B,704344.21,193.0930552,8.622,Inestabilidad Laboral,Inflación Media
"2011-07-08",7,B,761793.9400000001,193.1878448,8.622,Inestabilidad Laboral,Inflación Media
"2011-07-15",7,B,642748.21,193.3125484,8.622,Inestabilidad Laboral,Inflación Media
"2011-07-22",7,B,688043.96,193.5120367,8.622,Inestabilidad Laboral,Inflación Media
"2011-07-29",7,B,653382.62,193.711525,8.622,Inestabilidad Laboral,Inflación Media
"2011-08-05",7,B,695392.84,193.9110133,8.622,Inestabilidad Laboral,Inflación Media
"2011-08-12",7,B,670670.46,194.1105017,8.622,Inestabilidad Laboral,Inflación Media
"2011-08-19",7,B,645156.21,194.2500634,8.622,Inestabilidad Laboral,Inflación Media
"2011-08-26",7,B,629994.47,194.3796374,8.622,Inestabilidad Laboral,Inflación Media
"2011-09-02",7,B,592355.24,194.5092113,8.622,Inestabilidad Laboral,Inflación Media
"2011-09-09",7,B,613135.23,194.6387853,8.622,Inestabilidad Laboral,Inflación Media
"2011-09-16",7,B,558981.45,194.7419707,8.622,Inestabilidad Laboral,Inflación Media
"2011-09-23",7,B,536144.81,194.8099713,8.622,Inestabilidad Laboral,Inflación Media
"2011-09-30",7,B,488880.26,194.8779718,8.622,Inestabilidad Laboral,Inflación Media
"2011-10-07",7,B,525866.36,194.9459724,8.513,Inestabilidad Laboral,Inflación Media
"2011-10-14",7,B,501959.19,195.0261012,8.513,Inestabilidad Laboral,Inflación Media
"2011-10-21",7,B,558691.43,195.1789994,8.513,Inestabilidad Laboral,Inflación Media
"2011-10-28",7,B,527339.52,195.3318977,8.513,Inestabilidad Laboral,Inflación Media
"2011-11-04",7,B,564536.01,195.4847959,8.513,Inestabilidad Laboral,Inflación Media
"2011-11-11",7,B,556015.59,195.6376941,8.513,Inestabilidad Laboral,Inflación Media
"2011-11-18",7,B,539826.56,195.7184713,8.513,Inestabilidad Laboral,Inflación Media
"2011-11-25",7,B,949075.87,195.7704,8.513,Inestabilidad Laboral,Inflación Media
"2011-12-02",7,B,591907.88,195.8223287,8.513,Inestabilidad Laboral,Inflación Media
"2011-12-09",7,B,653845.45,195.8742575,8.513,Inestabilidad Laboral,Inflación Media
"2011-12-16",7,B,720242.1900000001,195.9841685,8.513,Inestabilidad Laboral,Inflación Media
"2011-12-23",7,B,1059715.27,196.1713893,8.513,Inestabilidad Laboral,Inflación Media
"2011-12-30",7,B,815915.52,196.3586101,8.513,Inestabilidad Laboral,Inflación Media
"2012-01-06",7,B,713117.66,196.5458309,8.256,Estrés Moderado,Inflación Media
"2012-01-13",7,B,593875.46,196.7330517,8.256,Estrés Moderado,Inflación Media
"2012-01-20",7,B,578002.85,196.7796652,8.256,Estrés Moderado,Inflación Media
"2012-01-27",7,B,541037.98,196.8262786,8.256,Estrés Moderado,Inflación Media
"2012-02-03",7,B,580453.32,196.8728921,8.256,Estrés Moderado,Inflación Media
"2012-02-10",7,B,563460.77,196.9195056,8.256,Estrés Moderado,Inflación Media
"2012-02-17",7,B,620908.18,196.9432711,8.256,Estrés Moderado,Inflación Media
"2012-02-24",7,B,603041.14,196.9499007,8.256,Estrés Moderado,Inflación Media
"2012-03-02",7,B,551058.13,196.9565303,8.256,Estrés Moderado,Inflación Media
"2012-03-09",7,B,579166.5,196.9631599,8.256,Estrés Moderado,Inflación Media
"2012-03-16",7,B,669205.73,197.0457208,8.256,Estrés Moderado,Inflación Media
"2012-03-23",7,B,615997.29,197.2295234,8.256,Estrés Moderado,Inflación Media
"2012-03-30",7,B,583322.2,197.4133259,8.256,Estrés Moderado,Inflación Media
"2012-04-06",7,B,621425.98,197.5971285,8.09,Estrés Moderado,Inflación Media
"2012-04-13",7,B,517420.23,197.780931,8.09,Estrés Moderado,Inflación Media
"2012-04-20",7,B,457340.06,197.7227385,8.09,Estrés Moderado,Inflación Media
"2012-04-27",7,B,467827.75,197.664546,8.09,Estrés Moderado,Inflación Media
"2012-05-04",7,B,465198.89,197.6063534,8.09,Estrés Moderado,Inflación Media
"2012-05-11",7,B,460397.41,197.5481609,8.09,Estrés Moderado,Inflación Media
"2012-05-18",7,B,468428.3,197.5553137,8.09,Estrés Moderado,Inflación Media
"2012-05-25",7,B,532739.77,197.5886046,8.09,Estrés Moderado,Inflación Media
"2012-06-01",7,B,598495.02,197.6218954,8.09,Estrés Moderado,Inflación Media
"2012-06-08",7,B,642963.75,197.6551863,8.09,Estrés Moderado,Inflación Media
"2012-06-15",7,B,666942.02,197.692292,8.09,Estrés Moderado,Inflación Media
"2012-06-22",7,B,687344.68,197.7389345,8.09,Estrés Moderado,Inflación Media
"2012-06-29",7,B,704335.41,197.785577,8.09,Estrés Moderado,Inflación Media
"2012-07-06",7,B,805642.61,197.8322195,7.872,Estrés Moderado,Inflación Media
"2012-07-13",7,B,694150.89,197.8788621,7.872,Estrés Moderado,Inflación Media
"2012-07-20",7,B,686345.69,197.9290378,7.872,Estrés Moderado,Inflación Media
"2012-07-27",7,B,686365.4,197.9792136,7.872,Estrés Moderado,Inflación Media
"2012-08-03",7,B,680954.81,198.0293893,7.872,Estrés Moderado,Inflación Media
"2012-08-10",7,B,675926.3,198.0795651,7.872,Estrés Moderado,Inflación Media
"2012-08-17",7,B,642450.4,198.1001057,7.872,Estrés Moderado,Inflación Media
"2012-08-24",7,B,609099.37,198.0984199,7.872,Estrés Moderado,Inflación Media
"2012-08-31",7,B,586467.16,198.0967341,7.872,Estrés Moderado,Inflación Media
"2012-09-07",7,B,597876.55,198.0950484,7.872,Estrés Moderado,Inflación Media
"2012-09-14",7,B,541120.2,198.1267184,7.872,Estrés Moderado,Inflación Media
"2012-09-21",7,B,530842.25,198.358523,7.872,Estrés Moderado,Inflación Media
"2012-09-28",7,B,525545.76,198.5903276,7.872,Estrés Moderado,Inflación Media
"2012-10-05",7,B,505830.56,198.8221322,7.557,Estrés Moderado,Inflación Media
"2012-10-12",7,B,503463.93,199.0539368,7.557,Estrés Moderado,Inflación Media
"2012-10-19",7,B,516424.83,199.1481963,7.557,Estrés Moderado,Inflación Media
"2012-10-26",7,B,495543.28,199.2195317,7.557,Estrés Moderado,Inflación Media
"2010-02-05",8,A,1004137.09,214.4714512,6.299,Estabilidad Laboral,Inflación Alta
"2010-02-12",8,A,994801.4,214.6214189,6.299,Estabilidad Laboral,Inflación Alta
"2010-02-19",8,A,963960.37,214.6664878,6.299,Estabilidad Laboral,Inflación Alta
"2010-02-26",8,A,847592.11,214.6940735,6.299,Estabilidad Laboral,Inflación Alta
"2010-03-05",8,A,881503.95,214.7216592,6.299,Estabilidad Laboral,Inflación Alta
"2010-03-12",8,A,860336.16,214.7492449,6.299,Estabilidad Laboral,Inflación Alta
"2010-03-19",8,A,839911.0,214.5764954,6.299,Estabilidad Laboral,Inflación Alta
"2010-03-26",8,A,772539.12,214.3703567,6.299,Estabilidad Laboral,Inflación Alta
"2010-04-02",8,A,914500.91,214.164218,6.29,Estabilidad Laboral,Inflación Alta
"2010-04-09",8,A,916033.92,213.9580793,6.29,Estabilidad Laboral,Inflación Alta
"2010-04-16",8,A,882917.12,213.8186357,6.29,Estabilidad Laboral,Inflación Alta
"2010-04-23",8,A,850440.26,213.768119,6.29,Estabilidad Laboral,Inflación Alta
